,names,prices,urls,Brand,Model,Model Year,CPU,GPU,Panel Type,Size,Resolution,Refresh Rate,Touch Screen,Memory Size,Memory Slot,Hard Disk Drive,Solid State Drive,M.2 Slot,USB Ports,,HDMI,DisplayPort,D-Sub/VGA,Thunderbolt,Wireless LAN,Ethernet LAN,Bluetooth,OS Bundle,Web Camera,Optical Drive,Fingerprint,Body Material,Body Color,Weight,Battery Type,Keyboard Type,Keyboard Backlit,Numpad,Other Detail,Warranty,Insurance
20,Lenovo IdeaPad 5 Pro 16ARH7-82SN003CTA,"36,990",https://notebookspec.com/notebook/12113-lenovo-ideapad-5-pro-16arh7-82sn003cta.html,Lenovo,Lenovo IdeaPad 5 Pro 16ARH7-82SN003CTA,Q3 / 2022,"AMD Ryzen 5 6600HS (3.30 GHz up to 4.50 GHz, 16MB L3 Cache)",NVIDIA GeForce GTX 1650 (4GB GDDR6),IPS,16 นิ้ว,16 inch WQXGA (2560x1600) 2.5K sRGB 100%,120 Hz,ไม่รองรับ,16 GB LPDDR5 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2 Gen 4,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),FHD IR Camera for Windows Hello,ไม่มี,ไม่มี,Aluminum,Storm Grey,1.95 kg,Li-Polymer 75Wh,Chiclet Keyboard,มี,มี,Microsoft Office Home&Student 2021,2Y Onsite + 1Y ADP,ไม่มี
21,DELL Inspiron 16 5625-R7/8/512,30xxx,https://notebookspec.com/notebook/12112-dell-inspiron-16-5625-r78512.html,DELL,DELL Inspiron 16 5625-R7/8/512,Q3 / 2022,"AMD Ryzen 7 5825U (2.00 GHz up to 4.50 GHz, 16 MB L3 Cache)",AMD Radeon RX Vega 8,IPS,16 นิ้ว,16 inch (1920x1200) Full HD+,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6E),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),FHD IR Camera for Windows Hello,ไม่มี,มี,Aluminum,Platinum Silver,1.87 kg,"4-Cell Li-ion, 54Whr",Chiclet Keyboard,มี,ไม่มี,,2 Year Onsite Service,ไม่มี
22,DELL Inspiron 16 5625-R5/8/256,23xxx,https://notebookspec.com/notebook/12111-dell-inspiron-16-5625-r58256.html,DELL,DELL Inspiron 16 5625-R5/8/256,Q3 / 2022,"AMD Ryzen 5 5625U (2.30 GHz up to 4.30 GHz, 16MB L3 Cache)",AMD Radeon RX Vega 7,IPS,16 นิ้ว,16 inch (1920x1200) Full HD+,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6E),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),FHD IR Camera for Windows Hello,ไม่มี,มี,Aluminum,Platinum Silver,1.87 kg,"4-Cell Li-ion, 54Whr",Chiclet Keyboard,มี,ไม่มี,,2 Year Onsite Service,ไม่มี
23,Acer Swift 5 SF514-56T-56M4,"39,990",https://notebookspec.com/notebook/12110-acer-swift-5-sf514-56t-56m4.html,Acer,Acer Swift 5 SF514-56T-56M4,Q3 / 2022,"Intel Core i5-1240P (1.20 GHz, 12 MB L3 Cache up to 4.40 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch WQXGA (2560x1440) 2K,60 Hz,รองรับ,16 GB LPDDR5 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2 Gen 4,1 x M.2 PCIe,2x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,มี,Aluminium + Plastic,Mist Green,1.2 kg,"4-cell Li-ion, 56Whr",Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2021,3Y. (1Y. On-site + 2Y. Carry-in),ไม่มี
24,Acer TravelMate Spin P414RN-52-52AK,"39,000",https://notebookspec.com/notebook/12109-acer-travelmate-spin-p414rn-52-52ak.html,Acer,Acer TravelMate Spin P414RN-52-52AK,Q3 / 2022,"Intel Core i5-1240P (1.20 GHz, 12 MB L3 Cache up to 4.40 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14.0 inch WUXGA (1980x1200) Full HD+,60 Hz,รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,1x DisplayPort,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.1,Windows 11 Pro (64 Bit),HD Camera,ไม่มี,มี,Aluminium + Plastic,Slate Blue,1.7 kg,"4-cell Li-ion, 56Whr",Chiclet Keyboard,มี,ไม่มี,,3Y (Parts & Labor & Onsite),ไม่มี
25,Fujitsu LifeBook E5410-5410TH00000112,"22,000",https://notebookspec.com/notebook/12108-fujitsu-lifebook-e5410-5410th00000112.html,Fujitsu,Fujitsu LifeBook E5410-5410TH00000112,Q3 / 2022,"Intel Core i7-10510U (1.80 GHz, 8 MB L3 Cache up to 4.80 Ghz)",Intel UHD Graphics 620,IPS,14 นิ้ว,14 inch (1366x768) HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,มี,ไม่มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.0,DOS Operating System,HD Camera,ไม่มี,ไม่มี,Plastic,Black,1.79 kg,"4-Cell Li-Polymer, 50Wh",Chiclet Keyboard,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
26,Fujitsu LifeBook E5410-5410TH00000111,"16,000",https://notebookspec.com/notebook/12107-fujitsu-lifebook-e5410-5410th00000111.html,Fujitsu,Fujitsu LifeBook E5410-5410TH00000111,Q3 / 2022,"Intel Core i3-10110U (2.10 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics 620,IPS,14 นิ้ว,14 inch (1366x768) HD,60 Hz,ไม่รองรับ,4 GB DDR4,2 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,มี,ไม่มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.0,DOS Operating System,HD Camera,ไม่มี,ไม่มี,Plastic,Black,1.79 kg,"4-Cell Li-Polymer, 50Wh",Chiclet Keyboard,มี,ไม่มี,,2 Y. Carry-in Regional,ไม่มี
27,MSI GF63 Thin 11UD-1031TH,"29,990",https://notebookspec.com/notebook/12106-msi-gf63-thin-11ud-1031th.html,MSI,MSI GF63 Thin 11UD-1031TH,Q3 / 2022,"Intel Core i7-11800H (2.30 GHz, 26 MB L3 Cache, up to 4.60 GHz)",NVIDIA GeForce RTX 3050 Ti (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,3x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Black,1.86 kg,"3-Cell Li-Polymer, 52.4Wh",Chiclet keyboard,มี,ไม่มี,,2Y (1 year Global+ 1 Year Thailand),ไม่มี
28,Lenovo IdeaPad 3 15ABA7-82RN003DTA,"25,490",https://notebookspec.com/notebook/12105-lenovo-ideapad-3-15aba7-82rn003dta.html,Lenovo,Lenovo IdeaPad 3 15ABA7-82RN003DTA,Q3 / 2022,"AMD Ryzen 7 5825U (2.00 GHz up to 4.50 GHz, 16 MB L3 Cache)",AMD Radeon RX Vega 8,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,รองรับ,8 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2 Gen 4,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,มี,Plastic,Arctic Grey,1.63 kg,Integrated 45Wh,Chiclet Keyboard,มี,มี,Microsoft Office Home&Student 2021,2Y Onsite + 1Y ADP,ไม่มี
29,Lenovo IdeaPad 3 15ABA7-82RN003CTA,"22,490",https://notebookspec.com/notebook/12104-lenovo-ideapad-3-15aba7-82rn003cta.html,Lenovo,Lenovo IdeaPad 3 15ABA7-82RN003CTA,Q3 / 2022,"AMD Ryzen 5 5625U (2.30 GHz up to 4.30 GHz, 16MB L3 Cache)",AMD Radeon RX Vega 7,IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,รองรับ,8 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2 Gen 4,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,มี,Plastic,Arctic Grey,1.63 kg,Integrated 45Wh,Chiclet Keyboard,มี,มี,Microsoft Office Home&Student 2021,2Y Onsite + 1Y ADP,ไม่มี
30,Asus TUF Gaming Dash F15 FX517ZC-HN063W,"39,990",https://notebookspec.com/notebook/12103-asus-tuf-gaming-dash-f15-fx517zc-hn063w.html,Asus,Asus TUF Gaming Dash F15 FX517ZC-HN063W,Q3 / 2022,"Intel Core i7-12650H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3050 (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.1,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Plastic,Off Black,2 kg,"4-Cell Li-ion, 76WHrs",Chiclet Keyboard,มี,มี,,2Y Carry-in Regional + 1Y Perfect,ไม่มี
31,Asus Vivobook 15 X1500EA-EJ501WS,"19,990",https://notebookspec.com/notebook/12102-asus-vivobook-15-x1500ea-ej501ws.html,Asus,Asus Vivobook 15 X1500EA-EJ501WS,Q3 / 2022,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel UHD Graphics Xe G4,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe / 1 x M.2 SATA,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac (Wi-Fi 5),ไม่มี,Bluetooth 4.1,Windows 11 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Plastic,Indie Black,1.8 kg,"2-Cell Li-ion, 37WHrs",Chiclet Keyboard,ไม่มี,มี,Microsoft Office Home & Student 2021,2Y Carry-in Regional + 1Y Perfect,ไม่มี
32,Asus Vivobook 15 X1500EA-EJPO1W,"12,990",https://notebookspec.com/notebook/12101-asus-vivobook-15-x1500ea-ejpo1w.html,Asus,Asus Vivobook 15 X1500EA-EJPO1W,Q3 / 2022,"Intel Pentium Gold 7505 (2.00 GHz, 4MB L3 Cache up to 3.50 GHz)",Intel UHD Graphics Xe G4,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe / 1 x M.2 SATA,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac (Wi-Fi 5),ไม่มี,Bluetooth 4.1,Windows 11 Home (64 Bit),VGA camera,ไม่มี,ไม่มี,Plastic,Indie Black,1.8 kg,"2-Cell Li-ion, 37WHrs",Chiclet Keyboard,ไม่มี,มี,Microsoft Office 365 30-day trial,2Y Carry-in Regional + 1Y Perfect,ไม่มี
33,Asus TUF Gaming F17 FX707ZE-HX066W,"46,990",https://notebookspec.com/notebook/12100-asus-tuf-gaming-f17-fx707ze-hx066w.html,Asus,Asus TUF Gaming F17 FX707ZE-HX066W,Q3 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3050 Ti (4GB GDDR6),IPS,17.3 นิ้ว,17.3 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.1,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Plastic,Mecha Gray,2.6 kg,"4-Cell Li-ion, 90WHrs",RGB Chiclet Keyboard,มี,มี,,2Y Carry-in Regional + 1Y Perfect,ไม่มี
34,Lenovo Yoga Slim 7 14ITL05-82A300P8TA,"31,990",https://notebookspec.com/notebook/12099-lenovo-yoga-slim-7-14itl05-82a300p8ta.html,Lenovo,Lenovo Yoga Slim 7 14ITL05-82A300P8TA,Q3 / 2022,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,2x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11 ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD IR Camera for Windows Hello,ไม่มี,ไม่มี,Aluminum,Dark Moss,1.36 kg,Integrated 60.7Wh,Chiclet Keyboard,มี,ไม่มี,Microsoft Office Home & Student 2021,3 Year Onsite Service,ไม่มี
35,HP Victus Gaming 15-fb0068AX,"29,990",https://notebookspec.com/notebook/12098-hp-victus-gaming-15-fb0068ax.html,HP,HP Victus Gaming 15-fb0068AX,Q3 / 2022,"AMD Ryzen 5 5600H (3.30 GHz up to 4.20 GHz, 16 MB L3 Cache)",AMD Radeon RX 6500M (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Plastic,Performance Blue,2.29 kg,"3-Cell Li-Polymer, 52.5Wh",Chiclet keyboard,มี,มี,,2 Year Onsite Service,ไม่มี
36,HP Victus Gaming 15-fb0007AX,"31,490",https://notebookspec.com/notebook/12097-hp-victus-gaming-15-fb0007ax.html,HP,HP Victus Gaming 15-fb0007AX,Q3 / 2022,"AMD Ryzen 5 5600H (3.30 GHz up to 4.20 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3050 (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Plastic,Mica Silver,2.29 kg,"3-Cell Li-Polymer, 52.5Wh",Chiclet keyboard,มี,มี,,2 Year Onsite Service,ไม่มี
37,HP Victus Gaming 15-fb0008AX,"28,990",https://notebookspec.com/notebook/12096-hp-victus-gaming-15-fb0008ax.html,HP,HP Victus Gaming 15-fb0008AX,Q3 / 2022,"AMD Ryzen 5 5600H (3.30 GHz up to 4.20 GHz, 16 MB L3 Cache)",NVIDIA GeForce GTX 1650 (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Plastic,Mica Silver,2.29 kg,"3-Cell Li-Polymer, 52.5Wh",Chiclet keyboard,มี,มี,,2 Year Onsite Service,ไม่มี
38,Asus Vivobook 14 X415EA-EB301W,"15,990",https://notebookspec.com/notebook/12095-asus-vivobook-14-x415ea-eb301w.html,Asus,Asus Vivobook 14 X415EA-EB301W,Q3 / 2022,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,4 GB DDR4 On Board,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 Combo / 1 x M.2 PCIe,2x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac (Wi-Fi 5),ไม่มี,Bluetooth 4.1,Windows 11 Home (64 Bit),VGA camera,ไม่มี,มี,Aluminium + Plastic,Slate Grey,1.6 kg,"2-Cell Li-ion, 37WHrs",Chiclet Keyboard,มี,ไม่มี,,2Y Carry-in Regional + 1Y Perfect,ไม่มี
39,Lenovo IdeaPad Gaming 3 15ARH7-82SB00BTTA,"39,990",https://notebookspec.com/notebook/12094-lenovo-ideapad-gaming-3-15arh7-82sb00btta.html,Lenovo,Lenovo IdeaPad Gaming 3 15ARH7-82SB00BTTA,Q3 / 2022,"AMD Ryzen 7 6800H (3.20 GHz up to 4.70 GHz, 16 MB L3 Cache)",NVIDIA GeForce RTX 3050 Ti (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,165 Hz,ไม่รองรับ,8 GB DDR5,2 Slots,ไม่มี,512 GB SSD PCIe M.2 Gen 4,2 x M.2 Combo,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11 ax (Wi-Fi 6),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Onyx Grey,2.31 kg,Integrated 60Wh,RGB Chiclet Keyboard,มี,มี,Office Trial,3Y Onsite + 1Y ADP,ไม่มี
40,Lenovo IdeaPad 1 15ADA7-82R1003MTA,"15,990",https://notebookspec.com/notebook/12093-lenovo-ideapad-1-15ada7-82r1003mta.html,Lenovo,Lenovo IdeaPad 1 15ADA7-82R1003MTA,Q3 / 2022,"AMD Ryzen 3 3250U (2.60 GHz up to 3.50 GHz, 4 MB L3 Cache)",AMD Radeon RX Vega 3,TN,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,1 Slots,ไม่มี,256 GB SSD PCIe M.2,1 x M.2 PCIe,1x USB 2.0,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ac (Wi-Fi 5),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Plastic,Cloud Grey,1.6 kg,Integrated 42Wh,Chiclet Keyboard,ไม่มี,มี,Office Trial,2Y Onsite + 1Y ADP,ไม่มี
41,Asus TUF Gaming F15 FX507ZM-HQ120W,"54,990",https://notebookspec.com/notebook/12092-asus-tuf-gaming-f15-fx507zm-hq120w.html,Asus,Asus TUF Gaming F15 FX507ZM-HQ120W,Q3 / 2022,"Intel Core i7-12700H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3060 (6GB GDDR6),IPS,15.6 นิ้ว,15.6 inch WQHD (2560x1440) 2K Dolby Vision,165 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,512 GB SSD PCIe M.2,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6E),มี,Bluetooth 5.2,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Plastic,Mecha Gray,2.2 kg,"4-Cell Li-ion, 90WHrs",Chiclet Keyboard RGB,มี,มี,,2Y Carry-in Regional + 1Y Perfect,ไม่มี
42,Asus TUF Gaming Dash F15 FX517ZE-HN050W,"42,990",https://notebookspec.com/notebook/12091-asus-tuf-gaming-dash-f15-fx517ze-hn050w.html,Asus,Asus TUF Gaming Dash F15 FX517ZE-HN050W,Q3 / 2022,"Intel Core i7-12650H (3.50 GHz, 24 MB L3 Cache, up to 4.70 GHz)",NVIDIA GeForce RTX 3050 Ti (4GB GDDR6),IPS,15.6 นิ้ว,15.6 inch (1920x1080) Full HD,144 Hz,ไม่รองรับ,16 GB DDR5,2 Slots,ไม่มี,512 GB SSD PCIe M.2 Gen 3,2 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6),มี,Bluetooth 5.1,Windows 11 Home (64 Bit),HD camera,ไม่มี,ไม่มี,Aluminum,Off Black,2 kg,"4-Cell Li-ion, 76WHrs",RGB Chiclet Keyboard,มี,มี,,2Y Carry-in Regional + 1Y Perfect,ไม่มี
43,HP ENVY x360 13-bd0506TU,"30,990",https://notebookspec.com/notebook/12090-hp-envy-x360-13-bd0506tu.html,HP,HP ENVY x360 13-bd0506TU,Q3 / 2022,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,IPS,13.3 นิ้ว,13.3 inch (1920x1080) Full HD,60 Hz,รองรับ,8 GB DDR4 On Board,1 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.1 Type A,1x USB 3.1 Type C,ไม่มี,ไม่มี,ไม่มี,มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 10 Home (64 Bit),HD camera,ไม่มี,มี,Aluminum,Pale gold,1.33 kg,"3-Cell Li-Polymer, 51Wh",Chiclet keyboard,มี,ไม่มี,Microsoft Office Home&Student 2019,2 Year Onsite Service,ไม่มี
44,Microsoft Surface Laptop Go 2-i5/8/128,"26,900",https://notebookspec.com/notebook/12089-microsoft-surface-laptop-go-2-i58128.html,Microsoft,Microsoft Surface Laptop Go 2-i5/8/128,Q3 / 2022,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,IPS,12.4 นิ้ว,12.4 inch (1536x1024) 10 point multi-touch,120 Hz,รองรับ,8 GB LPDDR4x On Board,1 Slots,ไม่มี,128 GB SSD,N/A,1x USB 3.2 Type A,1x USB 3.2 Type C,ไม่มี,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.1,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminum,Platinum,1.12 kg,41Wh Up to 13.5 hours,Chiclet,มี,ไม่มี,"Microsoft Office 365 30-day trial, Xbox Game Pass Utlimate 30 day Trial",1 Y. Limited Hardware Warranty,ไม่มี
45,Microsoft Surface Laptop Go 2-i5/8/256,"29,900",https://notebookspec.com/notebook/12088-microsoft-surface-laptop-go-2-i58256.html,Microsoft,Microsoft Surface Laptop Go 2-i5/8/256,Q3 / 2022,"Intel Core i5-1135G7 (2.40 GHz, 8 MB L3 Cache up to 4.20 Ghz)",Intel Iris Xe Graphics G7,IPS,12.4 นิ้ว,12.4 inch (1536x1024) 10 point multi-touch,120 Hz,รองรับ,8 GB LPDDR4x On Board,1 Slots,ไม่มี,256 GB SSD,N/A,1x USB 3.2 Type A,1x USB 3.2 Type C,ไม่มี,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.1,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminum,Platinum,1.12 kg,41Wh Up to 13.5 hours,Chiclet,มี,ไม่มี,"Microsoft Office 365 30-day trial, Xbox Game Pass Utlimate 30 day Trial",1 Y. Limited Hardware Warranty,ไม่มี
46,Microsoft Surface Pro 7+-i3/8/128,"28,850",https://notebookspec.com/notebook/12087-microsoft-surface-pro-7-i38128.html,Microsoft,Microsoft Surface Pro 7+-i3/8/128,Q3 / 2022,"Intel Core i3-1115G4 (3.00 GHz, 6 MB L3 Cache up to 4.10 Ghz)",Intel UHD Graphics Xe G4,IPS,12.3 นิ้ว,12.3 inch (2736x1824) 10 point multi-touch,60 Hz,รองรับ,8 GB LPDDR4x On Board,1 Slots,ไม่มี,128 GB SSD,None,1x USB 3.2 Type A,1x USB 3.2 Type C,ไม่มี,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6),ไม่มี,Bluetooth 5.0,Windows 11 Home (64 Bit),FHD IR Camera for Windows Hello,ไม่มี,ไม่มี,Magnesium Alloy,Platinum,0.77 kg,Up to 15 hours,-,N/A,N/A,"Microsoft Office 365 30-day trial, Xbox Game Pass Utlimate 30 day Trial",1 Y. Limited Hardware Warranty,ไม่มี
47,MSI Modern 14 B5M-235TH,"17,990",https://notebookspec.com/notebook/12086-msi-modern-14-b5m-235th.html,MSI,MSI Modern 14 B5M-235TH,Q3 / 2022,"AMD Ryzen 5 5500U (2.10 GHz up to 4.00 GHz, 8 MB L3 Cache)",AMD Radeon RX Vega 7,IPS,14 นิ้ว,14 inch (1920x1080) Full HD,60 Hz,ไม่รองรับ,8 GB DDR4,2 Slots,ไม่มี,512 GB SSD PCIe M.2,1 x M.2 PCIe,2x USB 3.2 Type A,1x USB 3.2 Type C,1x HDMI,ไม่มี,ไม่มี,ไม่มี,802.11ax (Wi-Fi 6E),ไม่มี,Bluetooth 5.1,Windows 11 Home (64 Bit),HD Camera,ไม่มี,ไม่มี,Aluminium + Plastic,Carbon Gray,1.3 kg,"3-Cell, 39Whr",Chiclet Keyboard,มี,ไม่มี,,2Y (1 year Global+ 1 Year Thailand),ไม่มี
